Name|Semantic tags|OSM tag|OSM tag proposal|AccessibleMaps Categories|AccessibleMaps Entities|AccessibleMaps Property|AccessibleMaps Sub-Property|A11yJSON tag|A11yJSON property
sketch/ground plan with dimensioning of the toilet / toilet compartment with additional photos to ensure accessibility|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes, toilets:wheelchair=yes, wheelchair=yes|ground_plan=dimension, ground_plan=toilet, ground_plan=photos, photos=accessibility|Facility daily needs|Toilet / toilet compartment|accessibility [4]|sketch/ground plan with dimensioning: (Please take additional photos!)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, PlaceInfo#accessibility, Restroom#isAccessibleWithWheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair
soap dispenser location: above lavatories or counters, not over an obstruction in toilet / toilet compartment|<WC>|amenity=toilets, building=toilets, handwashing:soap=yes, obstacle:wheelchair=no, room=toilet, toilets=yes, toilets:wheelchair=yes|location=above, location=user defined|Facility daily needs|Toilet / toilet compartment|soap dispensers|location: above lavatories or counters, not over an obstruction [1]||Restroom#heightOfSoap, Restroom#toilet, WashBasin#accessibleWithWheelchair, WashBasin#height, WashBasin#isLocatedInsideRestroom
soap dispensers in toilet / toilet compartment|<WC>|amenity=toilets, building=toilets, handwashing:soap=yes, room=toilet, toilets=yes||Facility daily needs|Toilet / toilet compartment|soap dispensers|||Restroom#heightOfSoap, Restroom#toilet
sufficient space available for bench/couch in toilet|<WC>|amenity=bench, amenity=toilets, building=toilets, couch=yes, room=benches, room=toilets, toilets=yes, toilets:wheelchair=yes, wheelchair=yes||Facility daily needs|Toilet / toilet compartment|accessibility [4]|bench/couch: sufficient space available (190 x 100 cm and in front of it 150 x 150 cm movement area)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair
there are 2 toilet chambers|<WC>|toilet:num_chambers=2|||||||Restroom#toilet
there are 2 toilets|<WC>|toilets:number=2|||||||Restroom#toilet
there are no toilet facilities|<WC>|toilet:facilities=no|||||||Restroom#toilet
there are no toilets|<WC>|toilets=no|||||||Restroom#toilet
there are paper towels|<WC>|toilets:hands_drying=paper_towel||Facility daily needs|Toilet / toilet compartment|paper supply/towel dispenser|||Restroom#heightOfDrier
there are toilet facilities|<WC>|toilet:facilities=yes|||||||Restroom#toilet
there are toilets|<WC>|toilets=yes, toilets_access=community, toilets_access=unspecified, toilets_access=public||Facility daily needs|Toilet / toilet compartment|access [3]|public [2]||Restroom#toilet
there is an electric hand dryer|<WC>|toilets:hands_drying=electric_hand_dryer|||||||Restroom#heightOfDrier
toilet / toilet compartment availability  / usable /maintenance|<WC>|amenity=toilets, availability=user defined, building=toilets, room=toilet, toilets=yes, usability=no, usability=yes|access=under_maintenance|Facility daily needs|Toilet / toilet compartment|availability / usable / maintenance|||Restroom#toilet
toilet / toilet compartment in high-contrast design|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes|high_contrast=yes|Facility daily needs|Toilet / toilet compartment|high-contrast design|||EquipmentProperties#isHighContrast, Restroom#toilet
toilet accessible for persons of any sex or gender/unisex|<WC>|access=yes, access:disabled=yes, amenity=toilets, building=toilets, female=yes, male=yes, room=toilet, toilets=yes, toilets_access=community, toilets_access=public, toilets:wheelchair=yes, unisex=yes, wheelchair=yes||Facility daily needs|Toilet / toilet compartment|access [3]|gender: unisex||Restroom#toilet
toilet accessible for persons of the female sex or gender|<WC>|access=yes, access:disabled=yes, amenity=toilets, building=toilets, female=yes, room=toilet, toilets=yes, toilets_access=community, toilets_access=public, toilets:wheelchair=yes, wheelchair=yes||Facility daily needs|Toilet / toilet compartment|access [3]|gender: women||Restroom#toilet
toilet accessible for persons of the male sex or gender|<WC>|access=yes, access:disabled=yes, amenity=toilets, building=toilets, male=yes, room=toilet, toilets=yes, toilets_access=community, toilets_access=public, toilets:wheelchair=yes, wheelchair=yes||Facility daily needs|Toilet / toilet compartment|access [3]|gender: men||Restroom#toilet
toilet folding handles|<WC>|access:disabled=designated, access:disabled=yes, amenity=toilets, building=toilets, room=toilet, toilets=yes, toilets:wheelchair=yes|grab_bar=yes||||||Toilet#foldingHandles
toilet foyer: without washbasin / not available / with washbasin, number: ...|<WC>|amenity=toilets, building=toilets, facilities=washbasin, room=toilet, toilets=yes|facilities=no_washbasin, washbasin=no, washbasin=user defined|Facility daily needs|Toilet / toilet compartment|description [1]|foyer: without washbasin / not available / with washbasin, number: ...||Restroom#toilet, Restroom#washBasin, WashBasin#accessibleWithWheelchair, WashBasin#height, WashBasin#isLocatedInsideRestroom, WashBasin#spaceBelowDepth, WashBasin#spaceBelowHeight
toilet has folding handles|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes|grab_bar=yes||||||Toilet#hasFoldingHandles
toilet height of base|<WC>|amenity=toilets, building=toilets, height=user defined, room=toilet, toilets=yes|toilets:height=user defined||||||Toilet#heightOfBase
toilet paper dispenser in toilet / toilet compartmment|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes, toilets:paper_supplied=yes||Facility daily needs|Toilet / toilet compartment|toilet paper dispenser|||Restroom#toilet
toilet space in front|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes|clear_floor_space=yes||||||Toilet#spaceInFront
toilet space on users left side|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes|clear_floor_space=yes, clear_floor_space:left=yes||||||Toilet#spaceOnUsersLeftSide
toilet space on users right side|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes|clear_floor_space=yes, clear_floor_space:right=yes||||||Toilet#spaceOnUsersRightSide
toilet with grab bar at the water closet: length (no more than 12 inches from the rear wall; extends at least 54 inches from the rear wall)|<WC>|access:disabled=designated, access:disabled=yes, amenity=toilets, building=toilets, length=user defined, room=toilet, toilets=yes, toilets:wheelchair=yes, width=user defined|grab_bar=yes, grab_bar:extends=>54 inches, grab_bar:gap=<12 inches|Facility daily needs|Toilet / toilet compartment|water closet|grab bar: length (no more than 12 inches from the rear wall; extends at least 54 inches from the rear wall)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, FoldingHandles#distanceBetweenHandles, Restroom#hasSupportRails, Restroom#isAccessibleWithWheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair, Toilet#foldingHandles, Toilet#hasFoldingHandles
toilet with grab bar at the water closet: location (side or rear wall)|<WC>|access:disabled=designated, access:disabled=yes, amenity=toilets, building=toilets, room=toilet, toilets=yes, toilets:wheelchair=yes|grab_bar=yes, grab_bar:location=rear_wall, grab_bar:location=side_wall|Facility daily needs|Toilet / toilet compartment|water closet|grab bar: location (side or rear wall)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, FoldingHandles#distanceBetweenHandles, FoldingHandles#onUsersLeftSide, FoldingHandles#onUsersRightSide, Restroom#hasSupportRails, Restroom#toilet, Room#isAccessibleWithWheelchair, Toilet#foldingHandles, Toilet#hasFoldingHandles
toilet with grab bar at the water closet: position (e.g. with respect to the rear wall, for a bar mounted on the side wall; left/right)|<WC>|access:disabled=designated, access:disabled=yes, amenity=toilets, building=toilets, room=toilet, toilet=yes, toilets:wheelchair=yes|grab_bar=yes, grab_bar:position=left, grab_bar:position=rear_wall, grab_bar:position=right, grab_bar:position=side_wall|Facility daily needs|Toilet / toilet compartment|water closet|grab bar: position (e.g. with respect to the rear wall, for a bar mounted on the side wall; left/right)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, FoldingHandles#distanceBetweenHandles, Restroom#hasSupportRails, Restroom#toilet, Room#isAccessibleWithWheelchair, Toilet#foldingHandles, Toilet#hasFoldingHandles
toilet with grab bar at the water closet: space between bar and wall|<WC>|access:disabled=designated, access:diabled=yes, amenity=toilets, building=toilets, room=toilet, toilets=yes, toilets:wheelchair=yes|grab_bar=yes, grab_bar:gap=user defined|Facility daily needs|Toilet / toilet compartment|water closet|grab bar: space between bar and wall|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, FoldingHandles#distanceBetweenHandles, Restroom#hasSupportRails, Restroom#toilet, Room#isAccessibleWithWheelchair, Toilet#foldingHandles, Toilet#hasFoldingHandles, Toilet#spaceOnUsersLeftSide, Toilet#spaceOnUsersRightSide
toilet with grab bar at water closet: clearance above and below|<WC>|access:disabled=designated, access:disabled=yes, amenity=toilets, building=toilets, room=toilet, toilets=yes, toilets:wheelchair=yes|grab_bar=yes, grab_bar:clearance_above=user defined, grab_bar:clearance_below=user defined|Facility daily needs|Toilet / toilet compartment|water closet|grab bar: clearance above and below|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, FoldingHandles#topHeightFromFloor, Restroom#hasSupportRails, Restroom#toilet, Room#isAccessibleWithWheelchair, Toilet#foldingHandles, Toilet#hasFoldingHandles
toilet with grab bar at water closet: height (at least 1,5 inchesclearance between the grab bar and projecting objects below)|<WC>|access:disabled=designated, access:disabled=yes, amenity=toilets, building=toilets, height=user defined, room=toilet, toilets=yes, toilet:wheelchair=yes|grab_bar=yes, grab_bar:clearance_below=>1.5 inches, grab_bar:height=user defined|Facility daily needs|Toilet / toilet compartment|water closet|grab bar: height (at least 1,5 inchesclearance between the grab bar and projecting objects below)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, FoldingHandles#topHeightFromFloor, Restroom#hasSupportRails, Restroom#isAccessibleWithWheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair, Toilet#foldingHandles, Toilet#hasFoldingHandles
toilets are accessible|<WC>|access=yes, access:disabled=designated, acces:disabled=yes, toilets_access=community, toilets_access=public, toilets:wheelchair=yes|toilets=accessible|||||Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, Restroom#isAccessibleWithWheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair, Toilet#heightOfBase
toilets that move waste away from immediate area using a liquid (usually water)|<WC>|toilets:disposal=flush|||||||Restroom#toilet
transfer aid exists for toilet|<WC>|access:disabled=designated, access:disabled=yes, amenity=toilets, buiding=toilets, room=toilets, toilets=yes, toilets:wheelchair=yes|grab_bar=no, grab_bar=yes, transfer_aid=yes|Facility daily needs|Toilet / toilet compartment|water closet|alternative transfer aid|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, Restroom#hasSupportRails, Restroom#isAccessibleWithWheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair, Shower#hasSupportRails, Shower#supportRailsAreAboveAndBelowControls, Shower#supportRailsHeight, Toilet#foldingHandles, Toilet#hasFoldingHandles
trash can in toilet / toilet compartment|<WC>|amenity=toilets, building=toilets, bin=yes, room=toilet, toilets=yes||Facility daily needs|Toilet / toilet compartment|trash can|||Restroom#toilet
toilet waste drops into a container which is periodically removed by hand|<WC>|toilets:disposal=bucket|||||||
toilet waste falls into a lined or unlined pit|<WC>|toilets:disposal=pitlatrine|||||||
toilet waste falls into a lined pit filled with a chemical|<WC>|toilets:disposal=chemical|||||||
water closet in toilet / toilet compartment|<WC>|amenity=toilets, building=toilets, room=toilet, toilets=yes|water_closet=yes|Facility daily needs|Toilet / toilet compartment|water closet|||Restroom#toilet
wheelchair accessible toilet|<WC>|toilets:wheelchair=yes||||||Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, Restroom#isAccessibleWithWheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair
wheelchair inaccessible toilet|<WC>|toilets:wheelchair=no||||||Accessibility#accessibleWith.wheelchair == false|Accessibility#accessibleWith.wheelchair, Restroom#toilet
width of clear path to each type of fixture (lavatory, hand dryer etc) in accessible toilet / toilet compartment|<WC>|access=yes, amenity=toilets, building=toilets, room=toilet, toilets=yes, toilets_access=community, toilets_access=public, toilets:wheelchair=yes, width=user defined||Facility daily needs|Toilet / toilet compartment|accessibility [4]|width of clear path to each type of fixture (lavatory, hand dryer etc)|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, EquipmentProperties#cabinWidth, Pathways#width, Pathways#widthAtObstacles, Restroom#isAccessibleWithWheelchair, Restroom#toilet, Room#isAccessibleWithWheelchair, WashBasin#accessibleWithWheelchair, WashBasin#isLocatedInsideRestroom
width of toilet compartment|<WC>|amenity=toilets, building=toilets, room=toilets, toilets=yes, width=user defined||Facility daily needs|Toilet / toilet compartment|dimension [6]|width of toilet compartment||EquipmentProperties#cabinWidth, Restroom#toilet, Toilet#spaceInFront, Toilet#spaceOnUsersLeftSide, Toilet#spaceOnUsersRightSide
width of wheelchair space (seatings)|<WC>|wheelchair=yes, width=user defined|clear_floor_space=yes|Movables|Wheelchair space (seatings)|dimension [8]|width [5]|Accessibility#accessibleWith.wheelchair == true|Accessibility#accessibleWith.wheelchair, Room#isAccessibleWithWheelchair, WheelchairPlaces#count, WheelchairPlaces#hasSpaceForAssistant
